id;titre_cas;risk_level_aiact;Q3;Q10;Q55;risk_article;risk_justification
TRN-MIN-11;Optimisation de la consommation d'énergie d'un bâtiment;minimal;Un système optimise le chauffage d'un bâtiment pour réduire les coûts. L'analyse repose sur des données techniques.;non;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Aucun usage interdit/haut risque/transparence ? catégorie résiduelle (a contrario). Appui : considérant 165 / Art.95.
TRN-MIN-12;Reconnaissance de plaques pour un parking privé;minimal;Un parking lit les plaques d'immatriculation pour ouvrir la barrière aux abonnés. Le système s'appuie sur des données techniques.;oui;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Lecture automatisée de plaques d'immatriculation pour un contrôle d'accès privé : aucun usage interdit (Art.5), aucune obligation de transparence (Art.50) -> risque minimal (a contrario, cons. 165 / Art.95). DISTINCTION CLÉ (zone grise) : le cas RESSEMBLE à de l'identification biométrique à distance (Annexe III §1(a) = haut risque) car il identifie automatiquement pour donner un accès. Mais une plaque d'immatriculation N'EST PAS une donnée biométrique : le biométrique suppose une caractéristique physique, physiologique ou comportementale d'une personne physique (Art.3(34)). Une plaque est un attribut du VÉHICULE -> Annexe III §1 écarté -> minimal. Identifier n'est pas identifier BIOMÉTRIQUEMENT. perso=oui : la plaque permet de remonter au titulaire = donnée personnelle (RGPD). Vigilance hors AI Act : RGPD (base légale, durée de conservation).
TRN-MIN-13;Catégorisation automatique de tickets support;minimal;Un outil range les tickets d'assistance par catégorie. Le système s'appuie sur des données techniques.;oui;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Classement de tickets d'assistance par catégorie : aucun usage interdit (Art.5), aucun usage des Annexes III/I, aucune obligation de transparence (Art.50) -> catégorie résiduelle = risque minimal (a contrario, cons. 165 / Art.95). perso=oui : un ticket d'assistance contient le nom, le compte et le problème d'un client identifiable = données personnelles. Il ne s'agit toutefois PAS de profilage (le classement porte sur le SUJET du ticket, pas sur la personne) — à la différence de #130 (recommandation selon l'historique de lecture nominatif).
TRN-MIN-14;Déduplication de fichiers;minimal;Un outil détecte et supprime les fichiers en double dans un stockage interne. Le système s'appuie sur des données techniques.;non;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Aucun usage interdit/haut risque/transparence ? catégorie résiduelle (a contrario).
TRN-MIN-15;Compression intelligente d'images;minimal;Une application compresse les images sans perte perceptible. L'analyse repose sur des données techniques.;non;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Aucun usage interdit/haut risque/transparence ? catégorie résiduelle (a contrario).
TRN-MIN-16;Auto-étiquetage de documents internes;minimal;Un outil range automatiquement les documents internes par étiquette. Le système s'appuie sur des données techniques.;non;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Aucun usage interdit/haut risque/transparence ? catégorie résiduelle (a contrario).
TRN-MIN-17;Optimisation d'agenda interne;minimal;Un assistant optimise le placement des réunions dans un agenda. Le système s'appuie sur des données techniques.;oui;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Optimisation du placement de réunions dans un agenda : aucun usage interdit (Art.5), aucune obligation de transparence (Art.50) -> risque minimal (a contrario, cons. 165 / Art.95). perso=oui : l'outil traite les agendas et disponibilités de salariés nommés = données personnelles. Annexe III §4(b) ÉCARTÉ : le §4(b) vise les systèmes qui décident des conditions de travail, de la promotion ou de la résiliation, qui ATTRIBUENT DES TÂCHES sur la base du comportement ou de traits personnels, ou qui surveillent et évaluent les performances. Placer des réunions est de la LOGISTIQUE de créneaux : aucune attribution de tâche fondée sur le comportement ou les traits, aucune évaluation -> minimal.
TRN-MIN-18;Prévision de fréquentation d'un magasin;minimal;Un outil prévoit la fréquentation pour ajuster les plannings, sans décision sur des personnes. L'analyse repose sur des données techniques.;non;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Aucun usage interdit/haut risque/transparence ? catégorie résiduelle (a contrario).
TRN-MIN-19;Réduction de bruit audio;minimal;Un logiciel réduit le bruit de fond d'enregistrements. Le système s'appuie sur des données techniques.;non;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Aucun usage interdit/haut risque/transparence ? catégorie résiduelle (a contrario).
TRN-MIN-20;Autocomplétion de saisie;minimal;Un outil propose l'autocomplétion lors de la saisie de texte. Le système s'appuie sur des données techniques.;non;non;Risque minimal (a contrario) : hors Art.5, hors Art.6/Annexes III-I, hors Art.50 (cons. 165 / Art.95).;Aucun usage interdit/haut risque/transparence ? catégorie résiduelle (a contrario).
TRN-HC-01;Base de données clients (requêtes SQL);hors_champ;Une PME stocke et interroge ses fiches clients via une base relationnelle classique, sans apprentissage. L'analyse repose sur des données structurées.;oui;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";"Logiciel classique déterministe ? système d'IA (Art.3(1)). Hors champ AI Act ; le RGPD reste applicable. Test anti faux positif."
TRN-HC-02;Calcul de paie par barème fixe;hors_champ;Un logiciel calcule les paies en appliquant des barèmes et règles fixes, sans IA. Le système s'appuie sur des données structurées.;oui;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";"Logiciel classique déterministe ? système d'IA (Art.3(1)). Hors champ AI Act ; le RGPD reste applicable. Test anti faux positif."
TRN-HC-03;Tableur de suivi budgétaire;hors_champ;Une entreprise suit son budget via des formules de tableur déterministes. Le système s'appuie sur des données structurées.;non;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";"Formules de tableur déterministes : exécution de règles définies par des personnes physiques, sans inférence -> ne répond pas à la définition de système d'IA (Art.3(1) ; cf. cons. 12) -> hors champ AI Act (cf. Art.2). perso=non : le suivi budgétaire porte sur des montants et des postes de dépense, pas sur des personnes identifiables. Cas de test anti-faux-positif : le modèle ne doit pas classer comme IA un simple tableur."
TRN-HC-04;Moteur de règles métier déterministe;hors_champ;Un outil applique des règles métier fixes pour router des dossiers, sans apprentissage. L'analyse repose sur des données structurées.;oui;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";"Logiciel classique déterministe ? système d'IA (Art.3(1)). Hors champ AI Act ; le RGPD reste applicable. Test anti faux positif."
TRN-HC-05;Générateur de factures;hors_champ;Un logiciel édite des factures à partir de gabarits et de règles fixes. Le système s'appuie sur des données structurées.;oui;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";"Logiciel classique déterministe ? système d'IA (Art.3(1)). Hors champ AI Act ; le RGPD reste applicable. Test anti faux positif."
TRN-HC-06;Planificateur par contraintes fixes;hors_champ;Un outil planifie des tournées via un algorithme de contraintes déterministe. Le système s'appuie sur des données structurées.;oui;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";Classé hors champ : les contraintes sont posées par des personnes physiques et le système exécute une procédure de résolution -> lecture retenue = 'système fondé sur des règles définies uniquement par des personnes physiques pour exécuter automatiquement des opérations', exclu par le cons. 12 -> hors définition Art.3(1) (cf. Art.2). ZONE GRISE ASSUMÉE - C'EST LA FRONTIÈRE LA PLUS DISCUTABLE DU DATASET. Le critère de l'Art.3(1) n'est PAS le déterminisme, c'est l'INFÉRENCE. Or le cons. 12 range parmi les techniques d'inférence 'les approches fondées sur la logique et les connaissances, qui infèrent à partir de connaissances encodées ou d'une représentation symbolique de la tâche à résoudre'. Un solveur de contraintes en relève : l'humain pose les contraintes, mais la SOLUTION n'est pas définie par lui - le système la cherche dans un espace de solutions. Historiquement, les 'méthodes de recherche et d'optimisation' figuraient à l'Annexe I du projet de 2021 (annexe supprimée, remplacée par la définition + cons. 12). Les deux lectures se défendent : à trancher par un juriste pour une version produit. ENSEIGNEMENT DU CAS : déterministe != hors champ.
TRN-HC-07;Système d'alerte par seuils fixes;hors_champ;Un capteur déclenche une alerte quand une valeur dépasse un seuil fixe programmé. L'analyse repose sur des données structurées.;non;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";"Un capteur qui déclenche une alerte au franchissement d'un seuil fixe programmé exécute une règle définie par une personne physique, sans aucune inférence -> hors définition de système d'IA (Art.3(1) ; cons. 12) -> hors champ AI Act (cf. Art.2). perso=non : la mesure porte sur une valeur physique industrielle (température, pression...), aucune personne identifiable n'est concernée. Cas de test anti-faux-positif."
TRN-HC-08;Portail de réservation en ligne;hors_champ;Un site gère les réservations via des règles de disponibilité classiques. Il exploite des données structurées.;oui;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";"Logiciel classique déterministe ? système d'IA (Art.3(1)). Hors champ AI Act ; le RGPD reste applicable. Test anti faux positif."
TRN-HC-09;Recherche par mots-clés dans une GED;hors_champ;Une GED retrouve des documents par correspondance exacte de mots-clés. Le système s'appuie sur des données structurées.;non;non;"Hors champ AI Act : ne répond pas à la définition de système d'IA (Art.3(1)) ; cf. Art.2. RGPD applicable.";"Recherche par correspondance EXACTE de mots-clés : appariement de chaînes selon une règle définie par une personne physique, sans inférence -> hors définition de système d'IA (Art.3(1) ; cons. 12) -> hors champ AI Act. perso=non : la GED indexe des documents internes génériques, qui n'ont pas pour objet une personne identifiable. DISTINCTION UTILE : une recherche SÉMANTIQUE (embeddings, similarité) infèrerait, elle, et relèverait de la définition de l'Art.3(1) — c'est la correspondance exacte qui maintient le hors champ."
TRN-HR-48;Analyse des émotions clients en centre d'appels;haut_risque;Un centre d'appels utilise un système qui analyse en temps réel les émotions dans la voix des clients afin d'adapter le discours commercial des téléconseillers. Le système s'appuie sur le flux audio des appels.;oui;non;Art.6(2) + Annexe III §1(c) (reconnaissance des émotions);Système de reconnaissance des émotions appliqué à des CLIENTS ? Annexe III §1(c) ? haut risque. Frontière : s'il visait les émotions des SALARIÉS (téléconseillers), il basculerait en INTERDIT (Art.5(1)(f), reconnaissance des émotions sur le lieu de travail).
TRN-INT-25;Déduction de l'origine ethnique par photo;interdit;Une plateforme déduit l'origine ethnique supposée des personnes à partir de leur photo de profil afin de segmenter son audience publicitaire. Le système s'appuie sur les photos de profil des utilisateurs.;oui;oui;Art.5(1)(g);Catégorisation biométrique visant à déduire l'origine raciale/ethnique = pratique INTERDITE par l'Art.5(1)(g), quel que soit le but poursuivi.
TRN-HR-49;Micro-ciblage politique lors d'un référendum;haut_risque;Un prestataire génère et diffuse des messages politiques ultra-ciblés destinés à influencer le choix des électeurs lors d'un référendum. Le système s'appuie sur les données de profil et d'opinion des électeurs.;oui;oui;Art.6(2) + Annexe III §8(b);Système destiné à influencer le comportement de vote lors d'un référendum ? Annexe III §8(b) ? haut risque. L'exclusion (outils purement logistiques) ne s'applique pas : les électeurs sont directement exposés à la sortie. Traite des opinions politiques = données sensibles art.9 RGPD.
TRN-HR-50;Profilage policier pour orienter les patrouilles;haut_risque;Un logiciel utilisé par la police aide à orienter le déploiement des patrouilles et appuie des enquêtes en cours, en profilant des zones et des personnes à partir de données d'enquête factuelles. Le système s'appuie sur les données d'enquête et les antécédents.;oui;oui;Art.6(2) + Annexe III §6(e);Profilage de personnes physiques dans le cadre de la détection/investigation par une autorité répressive ? Annexe III §6(e) ? haut risque. Frontière avec l'Art.5(1)(d) (INTERDIT) : si le système prédisait qu'un individu commettra une infraction sur le SEUL fondement du profilage, il serait interdit. Ici il s'appuie sur des données d'enquête factuelles ? reste haut risque. À faire valider par un juriste.
TRN-HR-51;Identification de personnes au poste frontière;haut_risque;Un système identifie et reconnaît des personnes à un poste frontière dans le cadre du contrôle migratoire. Le système s'appuie sur les données biométriques relevées au poste frontière.;oui;oui;Art.6(2) + Annexe III §7(d);Détection/reconnaissance/identification de personnes en contexte de contrôle migratoire (hors simple vérification des documents de voyage, expressément exclue) ? Annexe III §7(d) ? haut risque.
TRN-HR-52;Détermination du niveau scolaire d'un élève;haut_risque;Un outil détermine le niveau scolaire approprié d'un élève en début d'année afin de l'orienter vers le bon niveau. Le système s'appuie sur le dossier scolaire de l'élève.;oui;non;Art.6(2) + Annexe III §3(c);Détermination du niveau d'éducation approprié qu'un individu recevra ou pourra atteindre ? Annexe III §3(c) ? haut risque.
TRN-HR-53;Anti-collision d'un bateau de plaisance;haut_risque;Un système anti-collision équipe un bateau de plaisance et déclenche automatiquement des manœuvres d'évitement. Le système s'appuie sur les capteurs de navigation du bateau.;non;non;Art.6(1) + Annexe I point 3 (bateaux de plaisance, directive 2013/53/UE);Composant de sécurité d'un bateau de plaisance couvert par la directive 2013/53/UE (Annexe I point 3), soumis à évaluation de conformité par un tiers ? haut risque Art.6(1).
TRN-HR-54;Coupe-circuit de sécurité en atmosphère ATEX;haut_risque;Un système coupe automatiquement un équipement fonctionnant en atmosphère explosible dès qu'il détecte un risque d'étincelle. Le système s'appuie sur les capteurs de l'équipement.;non;non;Art.6(1) + Annexe I point 5 (équipements ATEX, directive 2014/34/UE);Fonction de sécurité d'un équipement ATEX (dir. 2014/34/UE, Annexe I point 5), soumis à évaluation de conformité par organisme notifié pour la plupart des catégories ? haut risque Art.6(1).
FR-INT-04;Détection des émotions des étudiants (université);interdit;Ce projet consiste à développer une interface web pour la détection des émotions en temps réel. L'objectif est de détecter les émotions des étudiants à l'université privée de Marrakech afin de connaître la performance de cette dernière, d'améliorer sa productivité et de gagner la satisfaction des étudiants. L'application extrait les caractéristiques des visages et détecte les émotions de plusieurs personnes, avec une précision visée supérieure à 70%.;oui;oui;Art.5(1)(f);"Reconnaissance des émotions dans un établissement d'enseignement = pratique interdite (Art.5(1)(f)) ; les exceptions médicales/sécurité ne s'appliquent pas (finalité = mesure de la performance/satisfaction)."
FR-HR-A3-07;Application RH intelligente (scoring recrutement/évaluation + reconnaissance faciale);haut_risque;Développement d'une application web de gestion des ressources humaines intelligente, intégrant des modules classiques (employés, congés, recrutement, évaluation) et des fonctionnalités avancées d'IA pour améliorer la prise de décision RH : scoring automatique, recommandations de carrière et reconnaissance faciale. Le projet vise à simplifier et automatiser la gestion RH tout en apportant de la valeur via l'IA (stack Spring Boot, Angular, MySQL, sécurité JWT).;oui;non;Art.6(2) + Annexe III §4 (emploi : recrutement, évaluation);Système d'IA de scoring pour le recrutement et l'évaluation des employés = haut risque au sens de l'Annexe III §4 (emploi). La fonction de reconnaissance faciale ajoute une dimension biométrique à surveiller.
FR-LIM-04;Plateforme d'agents IA pour les questions RH des employés;limite;Dans une entreprise, le DRH et les cadres reçoivent quotidiennement des demandes répétitives des employés (congés, fiches de paie, formations). Le projet propose une plateforme où chaque cadre dispose d'un agent IA capable de répondre aux questions des employés via texte (chat) et messages vocaux sur le Gmail du DRH. Objectifs : automatiser les réponses, stocker les interactions (PostgreSQL) et générer des tableaux de bord RH. Le système ne rend pas de décision individuelle sur les employés.;oui;non;Art.50.1;Interaction avec des personnes = obligation de transparence (Art.50.1). Pas de décision ni d'évaluation individuelle des employés ? hors Annexe III §4. Bascule en haut risque si les tableaux de bord servaient à évaluer individuellement les salariés.
FR-LIM-05;Agent IA conversationnel pour pharmacie (PharmaLiv / Kaily);limite;PharmaLiv est une solution basée sur un agent IA nommé « Kaily », destinée aux pharmacies pour automatiser la gestion des demandes clients : consulter les prix, vérifier la disponibilité des médicaments, passer commande et suivre la livraison via l'intégration avec YeLiv. Objectifs : offrir un service client 24h/24 et 7j/7, réduire le temps de traitement des demandes et simplifier le processus d'achat. Le système fournit des réponses personnalisées aux questions sur les médicaments.;oui;non;Art.50.1;Agent conversationnel interagissant avec des clients = obligation de transparence (Art.50.1). Aucune décision automatisée à effet juridique sur des personnes ? hors Annexe III. Risque limité.
FR-MIN-04;Détection de défauts en production (contrôle qualité bouteilles);minimal;Plateforme d'intelligence artificielle embarquée dédiée à la détection des défauts dans une chaîne de production de remplissage de bouteilles. Objectif : améliorer la qualité des produits, réduire les coûts liés aux défauts et optimiser l'efficacité du processus de production. Le système détecte les défauts (niveau de remplissage incorrect, présence de bulles, contaminations visibles, emballages mal formés) via un tableau de bord et des alertes en temps réel.;non;non;Hors Annexe III (contrôle qualité industriel, aucune personne concernée);Contrôle qualité industriel sur des produits (bouteilles), sans impact sur des personnes ? hors des domaines à haut risque de l'Annexe III. Risque minimal.
